   % Spectral response for Sony ICX 204AK sensor used in Point Grey 
   % BumbleBee2 camera. 1/3 inch 1024x768, Bayer filter.
   %
   % digitized from Sony data sheet
   %
   % lam[m] R G B
   4.0000000e-07   2.9000000e-02   2.9000000e-02   3.1000000e-01
   4.0500000e-07   2.7193323e-02   3.5219595e-02   3.6653815e-01
   4.1000000e-07   2.5174689e-02   3.9611486e-02   4.2879464e-01
   4.1500000e-07   2.3156056e-02   4.4003378e-02   4.8820489e-01
   4.2000000e-07   2.1137422e-02   4.8701299e-02   5.4685150e-01
   4.2500000e-07   1.9412879e-02   5.3977273e-02   6.0491071e-01
   4.3000000e-07   1.8005952e-02   6.0586735e-02   6.6197240e-01
   4.3500000e-07   1.6599026e-02   7.1641156e-02   7.1578734e-01
   4.4000000e-07   1.5360450e-02   8.3303571e-02   7.6817602e-01
   4.4500000e-07   1.4500661e-02   9.7232143e-02   8.0963010e-01
   4.5000000e-07   1.3640873e-02   1.1524906e-01   8.3943452e-01
   4.5500000e-07   1.3062500e-02   1.4335056e-01   8.6006181e-01
   4.6000000e-07   1.2598214e-02   1.7709117e-01   8.6723214e-01
   4.6500000e-07   1.2133929e-02   2.1741071e-01   8.5330357e-01
   4.7000000e-07   1.1669643e-02   2.5497768e-01   8.3937500e-01
   4.7500000e-07   1.1205357e-02   2.9095982e-01   8.1343985e-01
   4.8000000e-07   1.3258929e-02   3.3850446e-01   7.8167293e-01
   4.8500000e-07   1.5580357e-02   3.8750000e-01   7.3619048e-01
   4.9000000e-07   1.7901786e-02   4.3392857e-01   6.8162775e-01
   4.9500000e-07   2.0332792e-02   5.0373377e-01   6.1495536e-01
   5.0000000e-07   2.4553571e-02   5.7366071e-01   5.3515625e-01
   5.0500000e-07   2.8774351e-02   6.4901786e-01   4.4303571e-01
   5.1000000e-07   3.2995130e-02   7.5033482e-01   3.6619898e-01
   5.1500000e-07   4.0816327e-02   8.3156250e-01   3.0428571e-01
   5.2000000e-07   4.7584034e-02   8.9366883e-01   2.4857143e-01
   5.2500000e-07   5.3046218e-02   9.4642857e-01   1.7678571e-01
   5.3000000e-07   4.9922360e-02   9.7857143e-01   1.2878289e-01
   5.3500000e-07   4.5885093e-02   9.9244505e-01   8.5786290e-02
   5.4000000e-07   3.8461538e-02   9.9132254e-01   6.9311636e-02
   5.4500000e-07   3.2797619e-02   9.7536272e-01   5.2836982e-02
   5.5000000e-07   3.1250000e-02   9.4375000e-01   3.7142857e-02
   5.5500000e-07   3.7882653e-02   9.0511905e-01   2.8785714e-02
   5.6000000e-07   6.2362637e-02   8.6023810e-01   2.0428571e-02
   5.6500000e-07   1.4098214e-01   8.0205357e-01   1.5848214e-02
   5.7000000e-07   2.7540179e-01   7.4089973e-01   1.2946429e-02
   5.7500000e-07   4.0617560e-01   6.6861264e-01   1.0044643e-02
   5.8000000e-07   5.3694940e-01   5.8825549e-01   8.1349206e-03
   5.8500000e-07   6.6839286e-01   4.9565747e-01   6.8452381e-03
   5.9000000e-07   7.9861607e-01   4.0669643e-01   5.5555556e-03
   5.9500000e-07   9.0206473e-01   3.2435516e-01   4.2658730e-03
   6.0000000e-07   9.5900974e-01   2.4553571e-01   2.9761905e-03
   6.0500000e-07   9.8705357e-01   1.7589286e-01   2.0275298e-03
   6.1000000e-07   9.9748590e-01   1.2137034e-01   1.5438988e-03
   6.1500000e-07   9.9382049e-01   9.3109472e-02   1.0602679e-03
   6.2000000e-07   9.8803146e-01   6.6940789e-02   5.7663690e-04
   6.2500000e-07   9.7587160e-01   5.2279135e-02   9.3005952e-05
   6.3000000e-07   9.6345663e-01   3.9995942e-02   5.1369863e-04
   6.3500000e-07   9.5019133e-01   3.2609578e-02   1.1497065e-03
   6.4000000e-07   9.3519918e-01   2.6358696e-02   1.7857143e-03
   6.4500000e-07   9.1377060e-01   2.4340062e-02   2.4217221e-03
   6.5000000e-07   8.9397321e-01   2.2321429e-02   3.0577299e-03
   6.5500000e-07   8.7392857e-01   2.5948661e-02   3.6937378e-03
   6.6000000e-07   8.4607143e-01   2.9575893e-02   4.3297456e-03
   6.6500000e-07   8.1672390e-01   3.3203125e-02   4.2410714e-03
   6.7000000e-07   7.8934152e-01   4.0414916e-02   3.9579704e-03
   6.7500000e-07   7.6757812e-01   4.7925420e-02   3.6748693e-03
   6.8000000e-07   7.4581473e-01   5.5435924e-02   3.3917683e-03
   6.8500000e-07   7.2522321e-01   6.3555195e-02   3.1086672e-03
   6.9000000e-07   7.0794643e-01   7.1996753e-02   2.8255662e-03
   6.9500000e-07   6.9309753e-01   8.4486607e-02   2.5424652e-03
   7.0000000e-07   6.8595467e-01   1.0000000e-01   2.2593641e-03
   7.0500000e-07   6.8595467e-01   1.0000000e-01   2.2593641e-03
